Date,Clothing and footwear,Durable goods,Energy goods and services,Final consumption expenditures of nonprofit institutions serving households (NPISHs),Financial services and insurance,Food and beverages purchased for off-premises consumption,Food services and accommodations,Furnishings and durable household equipment,Gasoline and other energy goods,Goods,Gross output of nonprofit institutions,Health care,Household consumption expenditures (for services),Housing,Housing and utilities,Less: Receipts from sales of goods and services by nonprofit institutions,Market-based PCE,Market-based PCE excluding food and energy,Motor vehicles and parts,Nondurable goods,Other durable goods,Other nondurable goods,Other services,PCE excluding food and energy,"PCE excluding food, energy, and housing",PCE services excluding energy and housing,Recreation services,Recreational goods and vehicles,Services,Transportation services
2010-08-01,0.05,0.05,-0.01,-0.01,0.01,0.04,0.03,0.01,-0.01,0.16,0.04,0.06,0.09,0.02,0.01,0.05,0.26,0.23,0.04,0.1,-0.01,0.02,-0.04,0.22,0.2,0.07,0.0,0.01,0.09,0.02
2010-09-01,0.0,0.03,-0.03,-0.02,0.04,0.02,-0.01,0.01,0.04,0.13,0.0,0.01,-0.01,0.02,-0.07,0.02,0.08,0.1,-0.01,0.1,0.0,0.04,-0.02,0.11,0.09,0.03,0.0,0.04,-0.03,0.03
2010-10-01,0.03,0.24,-0.05,-0.03,0.0,-0.01,0.02,0.0,-0.04,0.23,-0.02,-0.02,0.05,0.01,0.0,0.01,0.25,0.3,0.18,0.0,0.04,0.01,0.0,0.31,0.3,0.01,0.01,0.02,0.02,0.03
2010-11-01,0.07,-0.01,0.06,0.0,0.05,0.07,0.02,0.04,-0.03,0.12,0.0,0.0,0.14,0.01,0.1,0.0,0.25,0.12,-0.06,0.13,-0.01,0.02,-0.01,0.13,0.12,0.04,-0.01,0.01,0.14,-0.01
2010-12-01,-0.03,0.04,0.18,-0.01,0.05,-0.02,-0.05,0.0,0.05,-0.01,0.0,0.03,0.15,0.01,0.14,0.01,0.13,-0.03,0.03,-0.05,-0.03,-0.04,0.03,-0.03,-0.03,0.0,-0.05,0.03,0.14,0.0
2011-01-01,0.01,0.04,-0.2,0.03,-0.02,0.02,0.0,-0.02,-0.06,0.13,0.02,0.03,-0.06,0.0,-0.13,-0.02,0.06,0.25,-0.01,0.09,0.03,0.14,0.1,0.3,0.29,0.11,-0.02,0.04,-0.02,0.0
2011-02-01,0.02,-0.02,-0.18,0.02,0.05,-0.01,0.11,0.02,-0.02,-0.08,0.01,0.01,0.03,0.0,-0.16,-0.01,-0.08,0.11,-0.05,-0.06,0.0,-0.06,0.01,0.16,0.15,0.21,0.01,0.01,0.06,0.01
2011-03-01,0.02,0.13,0.1,0.03,0.0,-0.05,0.01,0.05,0.01,0.15,0.03,0.0,0.17,0.0,0.09,0.0,0.29,0.24,0.04,0.02,0.02,0.04,0.02,0.3,0.3,0.11,0.01,0.02,0.2,0.03
2011-04-01,0.01,-0.06,-0.11,0.02,-0.01,0.06,-0.03,-0.01,-0.06,-0.07,0.04,0.01,-0.07,0.0,-0.05,0.02,-0.08,-0.03,-0.1,0.0,0.02,-0.01,-0.02,-0.07,-0.07,0.0,0.0,0.03,-0.05,0.03
2011-05-01,-0.03,-0.1,0.01,0.03,0.0,-0.08,0.05,-0.02,-0.05,-0.27,0.03,0.01,0.13,0.0,0.06,0.01,-0.13,-0.06,-0.07,-0.17,-0.02,-0.02,-0.03,-0.05,-0.05,0.09,0.0,0.01,0.16,0.03
2011-06-01,0.03,-0.06,0.06,0.08,0.01,0.05,0.0,0.01,0.07,0.17,0.03,-0.03,-0.01,0.0,-0.01,-0.05,0.12,0.02,-0.1,0.22,0.01,0.08,-0.03,0.13,0.12,0.07,0.03,0.03,0.06,0.01
2011-07-01,-0.04,0.09,0.11,0.06,0.05,-0.01,-0.01,0.0,-0.01,-0.04,0.0,-0.03,0.16,0.0,0.13,-0.06,0.09,-0.01,0.06,-0.13,0.01,-0.06,-0.02,0.08,0.08,0.09,0.01,0.02,0.22,0.02
2011-08-01,-0.05,0.01,-0.11,0.04,0.13,-0.01,0.02,0.0,-0.03,-0.05,-0.01,-0.02,-0.05,0.0,-0.08,-0.05,-0.08,0.05,-0.04,-0.06,0.02,0.02,-0.05,0.06,0.06,0.08,-0.02,0.03,-0.01,-0.01
2011-09-01,0.07,0.19,-0.01,-0.01,-0.11,-0.04,0.05,0.03,0.04,0.22,0.01,0.03,-0.05,0.0,-0.05,0.02,0.16,0.21,0.18,0.02,0.01,-0.04,0.0,0.21,0.21,0.0,0.01,-0.02,-0.05,0.03
2011-10-01,-0.02,0.12,0.03,-0.07,0.01,0.03,0.0,0.0,-0.03,0.13,0.0,0.07,0.12,0.0,0.06,0.07,0.2,0.14,0.05,0.01,-0.03,0.04,0.03,0.12,0.12,-0.02,-0.04,0.09,0.05,-0.02
2011-11-01,0.0,-0.05,-0.11,-0.04,-0.04,0.02,-0.01,0.02,-0.01,-0.06,0.03,0.07,-0.07,0.0,-0.1,0.07,-0.13,-0.04,-0.02,-0.01,-0.01,-0.01,0.0,-0.08,-0.08,-0.02,0.0,-0.04,-0.11,0.01
2011-12-01,0.01,0.07,-0.01,0.02,0.03,-0.06,-0.05,0.01,0.02,0.05,0.07,0.06,-0.03,0.0,-0.04,0.05,-0.03,0.04,0.06,-0.02,0.01,0.01,0.01,0.12,0.12,0.03,-0.02,-0.01,0.0,-0.02
2012-01-01,0.0,0.13,-0.17,0.01,0.0,0.06,0.08,0.02,-0.04,0.24,0.1,0.12,0.13,0.0,-0.12,0.09,0.3,0.41,0.05,0.11,0.02,0.09,0.03,0.49,0.49,0.27,0.05,0.04,0.14,-0.03
2012-02-01,0.06,0.15,0.13,0.07,0.04,0.02,0.0,0.0,0.05,0.32,0.1,0.06,0.22,0.0,0.08,0.03,0.51,0.36,0.1,0.17,0.02,0.04,0.02,0.46,0.46,0.21,0.03,0.03,0.29,-0.01
2012-03-01,-0.02,-0.05,-0.19,0.06,-0.02,0.03,0.02,0.01,-0.07,-0.16,0.02,0.02,-0.03,0.0,-0.11,-0.04,-0.14,0.02,-0.1,-0.11,-0.02,-0.04,0.03,0.03,0.03,0.14,0.0,0.06,0.03,0.03
2012-04-01,-0.07,0.02,0.22,0.05,-0.1,0.02,0.04,-0.04,0.02,0.0,-0.07,-0.06,0.04,0.0,0.2,-0.12,0.22,-0.01,0.09,-0.02,0.0,0.02,-0.09,-0.14,-0.14,-0.11,0.02,-0.03,0.09,0.04
2012-05-01,0.0,-0.03,0.1,0.05,-0.05,0.01,-0.03,0.02,0.07,0.03,0.0,-0.04,-0.08,0.0,0.03,-0.05,0.02,-0.1,-0.08,0.06,0.02,-0.02,-0.04,-0.11,-0.11,-0.06,0.03,0.02,-0.03,0.03
2012-06-01,0.03,0.0,-0.04,0.0,-0.02,-0.01,0.01,-0.01,-0.02,-0.1,0.03,0.0,-0.01,0.0,-0.02,0.03,-0.17,-0.12,-0.01,-0.09,0.0,-0.09,-0.01,-0.05,-0.05,0.0,0.03,0.02,-0.01,0.0
2012-07-01,0.01,0.06,0.09,-0.01,-0.03,0.02,0.03,0.0,-0.07,0.08,0.08,0.0,0.14,0.01,0.17,0.09,0.2,0.08,0.0,0.02,0.03,0.07,-0.02,0.1,0.09,-0.05,0.01,0.02,0.13,-0.01
2012-08-01,0.03,0.05,-0.02,0.01,0.0,-0.02,0.0,0.0,0.14,0.16,0.06,0.02,-0.15,0.01,-0.16,0.05,-0.05,0.0,0.04,0.1,-0.01,-0.05,0.04,0.07,0.06,0.02,-0.05,0.03,-0.14,0.0
2012-09-01,-0.01,0.14,-0.16,0.04,-0.01,0.02,0.03,0.02,-0.15,0.04,0.03,0.03,0.06,0.01,0.0,-0.01,0.15,0.29,0.1,-0.11,0.02,0.03,-0.02,0.28,0.27,0.11,0.04,0.01,0.11,-0.01
2012-10-01,-0.04,-0.09,0.07,0.06,-0.07,0.02,-0.01,-0.02,0.06,-0.08,-0.01,0.05,0.01,0.01,0.03,-0.07,0.06,-0.03,-0.04,0.01,-0.03,-0.03,0.0,-0.1,-0.11,0.05,0.03,0.0,0.07,-0.01
2012-11-01,0.01,0.26,-0.05,0.03,0.01,-0.02,0.06,0.04,-0.03,0.31,0.0,0.02,0.1,0.01,-0.01,-0.03,0.44,0.5,0.15,0.05,0.03,0.08,-0.02,0.5,0.49,0.14,0.01,0.04,0.13,0.02
2012-12-01,0.0,0.11,-0.16,0.0,0.03,-0.01,0.03,0.04,-0.08,0.1,-0.03,-0.03,-0.05,0.01,-0.07,-0.02,0.03,0.2,-0.04,0.0,0.06,0.08,-0.05,0.21,0.19,0.01,0.01,0.05,-0.06,0.02
2013-01-01,0.06,0.12,0.24,-0.09,0.03,0.02,0.05,0.0,0.18,0.49,-0.05,-0.05,0.05,0.03,0.08,0.05,0.55,0.29,0.07,0.37,-0.02,0.11,-0.09,0.18,0.15,-0.13,-0.01,0.06,-0.05,0.02
2013-02-01,-0.04,0.02,0.0,-0.04,0.03,0.07,-0.04,0.0,-0.09,-0.05,0.0,-0.02,0.08,0.02,0.11,0.03,-0.04,-0.12,0.02,-0.07,-0.01,-0.01,-0.04,-0.09,-0.11,-0.08,0.02,0.01,0.04,0.01
2013-03-01,0.03,-0.07,0.24,0.0,0.02,-0.03,0.01,0.02,0.06,-0.09,0.03,0.03,0.22,0.02,0.21,0.03,0.18,-0.03,-0.07,-0.01,-0.01,-0.07,-0.02,-0.08,-0.1,0.01,-0.02,-0.01,0.21,0.0
2013-04-01,0.01,0.05,-0.13,0.0,-0.02,-0.04,-0.06,0.0,0.03,0.0,0.06,0.12,0.03,0.01,-0.15,0.06,-0.02,0.16,0.05,-0.05,-0.01,-0.05,0.12,0.2,0.18,0.18,-0.02,0.01,0.03,0.05
2013-05-01,0.01,0.06,-0.06,0.03,0.0,0.08,0.0,0.01,0.02,0.25,0.03,0.02,0.0,0.01,-0.06,-0.01,0.28,0.26,0.02,0.19,0.0,0.09,0.01,0.27,0.25,0.1,0.02,0.03,0.03,0.01
2013-06-01,0.0,0.01,-0.05,0.0,0.02,-0.01,-0.01,0.02,-0.03,-0.05,-0.01,0.01,0.03,0.01,-0.02,-0.01,0.01,0.07,-0.02,-0.06,-0.01,-0.02,0.02,0.05,0.04,0.05,-0.01,0.02,0.03,0.02
2013-07-01,0.01,0.06,-0.06,-0.01,-0.05,0.05,0.02,0.02,0.02,0.2,-0.02,-0.01,-0.07,0.01,-0.08,-0.02,0.14,0.15,0.02,0.14,0.0,0.06,0.01,0.14,0.13,0.0,0.04,0.01,-0.07,0.01
2013-08-01,-0.02,0.01,0.01,0.0,-0.01,0.01,0.01,0.01,-0.02,-0.06,0.02,0.05,0.21,0.01,0.03,0.02,0.1,0.09,-0.05,-0.07,0.0,-0.03,0.07,0.14,0.13,0.18,0.03,0.04,0.21,0.03
2013-09-01,0.01,0.01,0.09,0.0,0.04,0.04,0.01,0.01,0.03,0.17,0.04,0.06,0.13,0.0,0.06,0.04,0.31,0.18,-0.01,0.16,0.01,0.08,0.01,0.18,0.17,0.07,-0.04,-0.01,0.13,-0.01
2013-10-01,0.05,0.04,0.02,0.02,0.02,0.0,0.07,0.0,0.0,0.1,0.07,0.09,0.21,0.0,0.03,0.05,0.27,0.25,-0.01,0.06,0.04,0.01,0.01,0.3,0.3,0.2,0.0,0.01,0.22,-0.01
2013-11-01,-0.05,0.11,0.13,-0.01,0.03,0.04,0.04,0.02,0.08,0.2,0.02,0.06,0.23,0.0,0.05,0.03,0.35,0.18,0.07,0.09,-0.01,0.02,0.02,0.24,0.24,0.16,0.05,0.03,0.21,-0.03
2013-12-01,0.0,-0.06,-0.02,-0.02,0.01,0.06,-0.02,-0.01,-0.08,-0.02,-0.06,-0.04,0.14,-0.01,0.05,-0.04,0.13,0.09,-0.05,0.04,0.02,0.06,0.01,0.05,0.06,0.06,0.01,-0.02,0.12,0.11
2014-01-01,-0.02,-0.11,0.13,-0.02,-0.06,0.01,-0.04,-0.03,-0.01,-0.22,-0.11,-0.11,-0.09,-0.01,0.12,-0.09,-0.19,-0.33,-0.07,-0.11,-0.01,-0.08,0.01,-0.47,-0.46,-0.23,0.0,-0.01,-0.11,-0.02
2014-02-01,0.07,0.3,-0.1,0.0,-0.01,0.0,0.05,0.05,0.04,0.49,-0.04,-0.04,-0.04,-0.01,-0.15,-0.04,0.38,0.48,0.13,0.19,0.02,0.08,0.01,0.56,0.57,0.11,0.05,0.1,-0.04,0.05
2014-03-01,0.02,0.27,-0.03,0.01,0.0,-0.02,0.05,0.04,-0.06,0.26,0.03,0.05,0.29,-0.01,0.02,0.02,0.39,0.44,0.21,0.0,0.0,0.06,0.17,0.62,0.63,0.29,0.01,0.01,0.31,0.0
2014-04-01,0.07,0.0,-0.02,0.02,0.04,0.01,0.02,0.05,0.05,0.17,0.11,0.15,-0.03,-0.01,-0.07,0.09,0.26,0.26,-0.08,0.18,0.03,0.05,-0.11,0.17,0.17,0.06,-0.05,0.0,-0.01,-0.02
2014-05-01,-0.05,0.11,-0.08,0.02,-0.01,-0.01,0.02,0.02,-0.03,0.06,0.08,0.13,0.14,-0.01,-0.05,0.07,0.16,0.25,0.06,-0.05,0.0,0.04,0.04,0.31,0.31,0.21,0.01,0.04,0.15,0.01
2014-06-01,0.01,0.11,-0.12,0.01,0.04,0.06,0.03,0.02,-0.04,0.18,0.06,0.11,0.17,-0.01,-0.09,0.05,0.29,0.34,0.07,0.07,0.01,0.04,0.05,0.41,0.41,0.26,0.0,0.01,0.17,0.03
2014-07-01,0.02,0.0,-0.02,-0.01,0.05,0.0,0.02,0.0,0.07,0.09,0.03,0.11,0.13,-0.01,-0.1,0.04,0.19,0.21,-0.04,0.1,0.01,0.01,0.03,0.24,0.24,0.22,0.02,0.03,0.12,0.01
2014-08-01,0.04,0.1,0.1,0.01,0.05,0.01,0.04,0.04,0.02,0.25,0.03,0.07,0.43,-0.01,0.07,0.02,0.56,0.44,0.03,0.15,0.02,0.07,0.07,0.56,0.57,0.36,0.1,0.01,0.43,0.02
2014-09-01,-0.03,0.03,-0.02,0.01,-0.01,0.0,0.02,0.0,-0.08,-0.08,0.04,0.08,0.1,0.0,0.06,0.03,0.07,0.09,-0.01,-0.11,0.0,-0.01,0.03,0.05,0.05,0.05,-0.05,0.05,0.11,-0.01
2014-10-01,0.04,0.04,0.13,-0.05,0.07,0.04,0.06,0.0,0.11,0.25,0.03,0.13,0.44,0.0,0.02,0.09,0.57,0.4,0.02,0.21,0.02,0.02,0.1,0.47,0.48,0.37,0.05,0.0,0.39,0.01
2014-11-01,0.04,0.13,0.12,0.01,-0.08,0.0,-0.03,0.03,0.02,0.22,0.06,0.08,0.03,0.0,0.1,0.05,0.28,0.16,0.08,0.09,0.01,0.03,-0.01,0.13,0.13,-0.07,-0.01,0.0,0.04,-0.04
2014-12-01,0.01,0.06,-0.11,0.0,0.04,0.01,0.1,0.02,0.0,0.12,0.04,0.09,0.16,0.0,-0.12,0.05,0.21,0.31,0.02,0.07,-0.01,0.05,-0.04,0.38,0.38,0.27,0.03,0.03,0.15,0.06
2015-01-01,-0.02,0.04,0.13,-0.04,0.04,0.03,0.01,0.02,0.06,0.12,0.0,0.08,0.16,0.0,0.06,0.04,0.24,0.08,0.0,0.07,0.01,0.01,-0.04,0.08,0.08,0.05,0.04,0.01,0.12,-0.02
2015-02-01,0.03,0.01,0.22,-0.03,0.04,0.01,-0.02,-0.02,0.04,0.06,-0.01,0.04,0.2,0.0,0.18,0.02,0.23,0.0,0.04,0.06,0.01,-0.03,-0.02,0.0,0.0,-0.01,-0.02,-0.02,0.17,0.0
2015-03-01,0.01,0.22,-0.17,0.0,0.04,0.04,0.04,0.06,-0.03,0.29,0.01,0.03,0.01,0.0,-0.14,0.01,0.28,0.4,0.14,0.07,0.0,0.06,0.02,0.43,0.43,0.14,-0.02,0.03,0.01,0.03
2015-04-01,-0.01,0.04,-0.11,0.02,0.02,-0.01,0.05,0.0,0.01,0.03,0.01,0.01,0.13,0.0,-0.11,-0.01,0.04,0.16,0.03,-0.01,0.01,0.0,0.11,0.3,0.3,0.27,0.05,0.0,0.16,0.01
2015-05-01,0.05,0.04,0.0,-0.01,0.01,0.01,0.03,0.04,0.01,0.15,0.0,0.07,0.16,0.0,-0.01,0.0,0.32,0.31,-0.01,0.11,0.01,0.04,0.02,0.29,0.29,0.16,0.02,0.0,0.15,0.01
2015-06-01,-0.03,0.0,0.01,0.01,-0.02,0.01,0.0,-0.01,-0.01,0.0,0.01,0.1,0.05,0.0,0.03,0.0,0.16,0.13,-0.02,0.0,0.02,0.03,-0.03,0.04,0.04,0.04,-0.02,0.02,0.07,-0.01
2015-07-01,0.02,0.09,-0.02,0.04,-0.03,0.03,-0.01,0.04,0.03,0.23,0.03,0.12,0.09,0.01,-0.04,-0.02,0.26,0.25,0.03,0.15,0.0,0.07,0.05,0.36,0.35,0.17,-0.01,0.02,0.14,0.01
2015-08-01,0.0,0.09,0.06,0.01,0.01,-0.01,0.02,0.02,0.01,0.12,0.0,0.05,0.11,0.01,0.05,-0.02,0.27,0.23,0.03,0.03,0.01,0.03,-0.01,0.2,0.2,0.08,0.01,0.03,0.13,-0.01
2015-09-01,0.02,-0.06,0.01,0.04,-0.04,0.03,-0.01,0.01,0.01,0.01,0.03,0.0,0.01,0.01,0.0,-0.01,-0.01,-0.05,-0.05,0.07,-0.02,0.0,0.01,0.02,0.01,0.04,0.04,0.01,0.05,0.01
2015-10-01,-0.01,-0.03,-0.02,0.02,0.06,-0.07,0.03,0.0,0.0,-0.11,0.05,-0.02,0.16,0.01,-0.01,0.03,-0.05,0.03,-0.06,-0.08,0.0,0.0,0.05,0.16,0.15,0.19,0.03,0.02,0.18,0.02
2015-11-01,0.01,0.15,-0.11,0.04,-0.04,0.08,-0.02,0.03,-0.02,0.26,0.05,-0.01,-0.14,0.01,-0.08,0.01,0.14,0.16,0.11,0.11,0.03,0.04,-0.03,0.2,0.19,-0.02,0.04,-0.01,-0.09,0.01
2015-12-01,0.01,0.03,-0.04,0.0,-0.02,0.05,0.11,0.04,0.01,0.12,0.03,0.06,0.2,0.01,-0.04,0.03,0.34,0.33,-0.1,0.09,0.01,0.03,0.01,0.3,0.29,0.23,0.04,0.08,0.19,0.03
2016-01-01,0.03,-0.02,0.13,0.0,-0.07,0.0,-0.1,-0.01,0.01,-0.01,0.04,0.13,0.18,0.01,0.13,0.04,0.23,0.1,0.03,0.01,-0.04,-0.03,0.09,0.04,0.03,0.05,-0.01,0.0,0.18,0.02
2016-02-01,0.05,0.2,0.02,-0.03,-0.05,0.06,0.11,0.03,0.01,0.37,0.03,0.14,0.33,0.01,0.02,0.06,0.61,0.53,0.11,0.16,0.01,0.04,0.07,0.59,0.58,0.28,0.02,0.04,0.3,0.02
2016-03-01,-0.05,-0.12,-0.08,-0.01,-0.07,-0.02,-0.03,0.0,0.02,-0.19,0.05,0.11,-0.18,0.01,-0.09,0.06,-0.22,-0.12,-0.15,-0.06,0.0,-0.02,-0.01,-0.27,-0.28,-0.09,-0.07,0.03,-0.19,-0.03
2016-04-01,-0.01,0.01,0.07,-0.05,-0.04,0.08,0.01,-0.01,-0.03,0.07,0.05,0.12,0.25,0.01,0.11,0.1,0.3,0.15,0.06,0.06,-0.02,0.02,0.02,0.11,0.11,0.09,0.02,-0.03,0.2,0.01
2016-05-01,0.0,0.04,0.04,0.02,-0.01,0.06,-0.03,0.01,0.01,0.14,0.05,0.02,0.01,0.0,0.04,0.03,0.2,0.1,-0.03,0.1,-0.01,0.02,-0.02,0.06,0.06,-0.01,0.0,0.07,0.02,0.01
2016-06-01,0.06,0.21,0.03,0.04,0.01,0.06,-0.01,0.05,-0.02,0.34,0.03,-0.02,0.07,0.0,0.05,0.0,0.35,0.26,0.09,0.13,0.01,0.04,0.03,0.35,0.35,0.05,0.0,0.06,0.1,0.0
2016-07-01,-0.02,0.09,0.02,0.06,0.04,-0.02,0.02,0.0,0.01,0.02,0.01,-0.1,0.1,0.01,0.01,-0.05,0.0,0.0,0.1,-0.07,0.0,-0.04,0.06,0.18,0.18,0.15,0.07,0.0,0.16,0.01
2016-08-01,0.02,0.01,0.02,0.02,-0.01,0.03,0.02,0.01,-0.01,0.03,0.02,0.0,0.05,0.0,0.04,0.0,0.13,0.07,-0.01,0.03,0.01,-0.02,0.02,0.06,0.05,0.04,-0.02,0.01,0.07,0.0
2016-09-01,0.01,0.06,-0.06,0.02,0.03,0.02,0.06,0.01,0.02,0.06,0.05,0.06,0.18,0.0,-0.07,0.03,0.24,0.28,0.04,0.0,0.0,-0.05,-0.01,0.31,0.31,0.28,0.03,0.01,0.21,0.1
2016-10-01,-0.03,0.07,-0.13,-0.02,-0.04,0.06,-0.04,-0.01,-0.07,0.03,0.03,0.09,-0.06,0.0,-0.05,0.04,0.01,0.08,0.07,-0.04,-0.01,0.01,-0.01,0.02,0.02,-0.02,0.02,0.02,-0.07,-0.03
2016-11-01,-0.03,-0.06,-0.02,0.01,0.06,0.01,0.1,0.02,0.03,-0.05,0.04,0.08,0.21,0.0,-0.05,0.04,0.18,0.19,-0.09,0.02,0.0,0.0,0.0,0.18,0.18,0.27,0.01,0.0,0.22,0.01
2016-12-01,0.06,0.3,0.21,-0.01,0.02,0.04,-0.11,0.02,0.04,0.46,0.02,0.07,0.25,0.0,0.18,0.02,0.52,0.27,0.21,0.17,0.02,0.03,0.11,0.45,0.45,0.07,0.01,0.05,0.24,-0.03
2017-01-01,0.04,-0.1,-0.33,0.0,0.03,0.03,0.18,0.01,-0.1,-0.09,0.02,0.06,0.15,-0.01,-0.24,0.02,-0.05,0.25,-0.1,0.01,-0.01,0.04,0.08,0.36,0.36,0.39,0.04,-0.01,0.15,0.0
2017-02-01,-0.03,0.04,0.03,-0.03,0.06,0.01,-0.03,0.01,0.09,0.1,-0.04,0.02,-0.02,0.0,-0.05,-0.01,0.07,0.02,0.0,0.06,-0.02,-0.01,0.02,0.01,0.02,0.01,-0.02,0.06,-0.05,-0.02
2017-03-01,0.01,-0.04,0.18,0.02,0.05,0.03,0.03,0.01,0.01,0.05,-0.02,-0.03,0.37,0.0,0.17,-0.04,0.38,0.17,-0.1,0.09,0.02,0.05,0.05,0.24,0.24,0.22,0.05,0.03,0.39,0.05
2017-04-01,0.03,0.1,0.02,-0.03,-0.02,0.03,-0.02,0.02,-0.01,0.18,-0.08,-0.06,-0.12,0.0,0.03,-0.05,0.16,0.11,0.02,0.08,-0.01,0.04,-0.01,-0.01,-0.01,-0.18,-0.03,0.07,-0.15,-0.01
2017-05-01,-0.01,0.01,0.05,0.01,0.0,-0.01,-0.01,0.0,0.02,-0.01,-0.01,-0.01,0.07,0.0,0.04,-0.02,0.0,-0.03,0.04,-0.02,0.0,-0.01,0.06,0.03,0.02,0.04,-0.01,-0.03,0.08,0.0
2017-06-01,0.03,0.14,-0.02,-0.01,0.02,0.06,0.0,0.03,0.0,0.28,0.01,0.04,0.05,0.01,-0.01,0.02,0.3,0.26,0.09,0.14,0.01,0.05,-0.02,0.27,0.27,0.05,0.0,0.01,0.04,0.01
2017-07-01,-0.02,0.11,-0.03,-0.04,0.03,-0.01,0.02,0.03,-0.01,0.04,0.03,0.1,0.26,0.0,-0.01,0.07,0.13,0.17,0.06,-0.07,0.03,-0.02,0.06,0.29,0.29,0.23,0.01,-0.01,0.21,0.05
2017-08-01,0.03,-0.04,-0.05,-0.03,0.0,0.04,0.0,0.02,-0.01,0.03,0.03,0.09,0.0,0.0,-0.04,0.06,0.09,0.09,-0.1,0.08,0.0,0.01,-0.03,0.02,0.02,0.02,-0.05,0.03,-0.02,0.02
2017-09-01,0.0,0.29,0.06,-0.02,0.02,0.06,0.04,0.04,0.0,0.44,0.02,0.05,0.13,0.01,0.07,0.04,0.53,0.41,0.22,0.14,0.0,0.08,-0.01,0.43,0.42,0.05,-0.04,0.03,0.11,0.02
2017-10-01,-0.03,0.04,0.02,0.05,0.0,-0.01,-0.02,0.01,-0.01,-0.01,0.02,-0.02,0.06,0.01,0.04,-0.03,0.07,0.06,0.05,-0.05,-0.01,0.0,0.06,0.08,0.08,0.07,0.0,-0.02,0.11,0.01
2017-11-01,0.07,0.18,-0.02,-0.01,0.03,0.03,0.07,0.06,-0.03,0.35,0.0,0.04,0.2,0.01,0.01,0.01,0.52,0.51,-0.01,0.17,0.03,0.09,0.02,0.54,0.53,0.19,0.03,0.1,0.2,0.01
2017-12-01,0.04,0.16,0.23,0.01,0.01,0.09,0.02,0.04,0.07,0.42,-0.01,0.03,0.35,0.01,0.17,-0.02,0.71,0.38,0.04,0.26,0.0,0.06,0.03,0.46,0.44,0.19,0.02,0.08,0.36,0.05
2018-01-01,0.01,-0.09,-0.06,0.01,-0.03,0.0,-0.01,-0.01,-0.03,-0.13,0.0,0.06,0.02,0.01,-0.01,-0.01,-0.04,0.02,-0.13,-0.04,0.01,-0.02,-0.07,-0.04,-0.05,0.04,0.03,0.04,0.02,0.05
2018-02-01,0.01,0.12,-0.29,0.05,0.0,0.01,0.01,0.01,-0.09,0.06,0.05,0.04,-0.06,0.01,-0.19,0.01,-0.04,0.24,0.02,-0.06,0.02,0.01,0.02,0.32,0.31,0.17,0.06,0.07,-0.02,-0.01
2018-03-01,-0.11,-0.06,0.3,0.03,-0.02,0.0,0.05,-0.01,0.12,-0.05,0.07,0.04,0.31,0.01,0.19,0.05,0.2,-0.1,0.0,0.01,-0.01,0.0,0.08,-0.02,-0.03,0.14,-0.02,-0.03,0.34,-0.01
2018-04-01,0.03,-0.04,0.02,0.04,0.0,-0.04,-0.08,-0.03,-0.06,-0.08,0.09,-0.02,0.13,0.01,0.09,0.05,0.0,0.02,-0.04,-0.04,0.02,0.03,0.12,0.11,0.1,0.07,0.01,0.01,0.17,0.0
2018-05-01,0.06,0.17,-0.16,0.0,0.0,0.08,0.08,0.02,0.01,0.35,0.06,0.05,-0.04,0.01,-0.16,0.06,0.28,0.37,0.12,0.18,0.01,0.03,0.02,0.39,0.38,0.12,-0.02,0.02,-0.04,-0.01
2018-06-01,-0.07,-0.04,0.08,-0.01,0.01,-0.07,0.1,0.01,0.03,-0.2,0.06,0.08,0.3,0.01,0.07,0.07,0.06,0.05,-0.06,-0.16,0.01,-0.05,0.05,0.09,0.07,0.23,0.01,0.0,0.3,-0.01
2018-07-01,0.05,0.03,-0.04,0.0,-0.03,0.03,0.05,0.0,-0.02,0.14,0.06,0.11,0.08,0.01,0.0,0.07,0.23,0.24,0.05,0.11,-0.01,0.04,-0.03,0.22,0.21,0.08,0.0,-0.01,0.08,-0.01
2018-08-01,0.02,0.06,0.02,0.01,-0.01,-0.01,0.0,0.0,0.0,0.08,0.02,0.05,0.11,0.01,0.04,0.01,0.2,0.19,0.01,0.02,0.01,0.02,0.0,0.2,0.18,0.09,0.03,0.04,0.13,0.0
2018-09-01,-0.05,-0.06,-0.03,0.06,-0.03,0.02,-0.1,-0.01,-0.04,-0.08,-0.02,-0.04,-0.16,0.01,0.03,-0.08,-0.22,-0.2,-0.03,-0.02,-0.01,0.05,0.01,-0.16,-0.17,-0.12,-0.01,-0.01,-0.1,-0.02
2018-10-01,0.02,-0.01,0.06,0.1,0.0,0.04,0.06,-0.01,0.0,0.09,-0.03,-0.1,0.1,0.01,0.07,-0.14,0.18,0.08,-0.05,0.11,0.03,0.05,0.08,0.19,0.18,0.13,-0.02,0.01,0.2,0.02
2018-11-01,0.07,0.24,0.06,0.03,-0.02,0.06,-0.01,0.02,0.02,0.51,-0.01,-0.04,-0.01,0.01,0.05,-0.04,0.47,0.35,0.1,0.27,0.02,0.12,0.03,0.41,0.4,-0.03,-0.01,0.1,0.02,-0.02
